state	source	status	title	rationale
041	recording@00:00:46	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
042	recording@00:00:47	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
043	recording@00:00:48	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
044	recording@00:00:49	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
045	recording@00:00:50	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
046	recording@00:00:51	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
047	recording@00:00:52	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
048	recording@00:00:53	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
049	recording@00:00:54	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
050	recording@00:00:55	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
051	recording@00:00:56	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
052	recording@00:00:57	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
053	recording@00:00:58	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
054	recording@00:00:59	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
055	recording@00:01:00	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
056	recording@00:01:01	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
057	recording@00:01:02	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
058	recording@00:01:03	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
059	recording@00:01:04	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
060	recording@00:01:05	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
061	recording@00:01:06	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
062	recording@00:01:07	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
063	recording@00:01:08	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
064	recording@00:01:09	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
065	recording@00:01:10	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
066	recording@00:01:11	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
067	recording@00:01:12	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
068	recording@00:01:13	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
069	recording@00:01:14	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
070	recording@00:01:15	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
071	recording@00:01:16	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
072	recording@00:01:17	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
073	recording@00:01:18	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
074	recording@00:01:19	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
075	recording@00:01:20	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
076	recording@00:01:21	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
077	recording@00:01:22	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
078	recording@00:01:23	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
079	recording@00:01:24	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
080	recording@00:01:25	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
081	recording@00:01:26	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
082	recording@00:01:27	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
083	recording@00:01:28	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
084	recording@00:01:29	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
085	recording@00:01:30	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
086	recording@00:01:31	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
087	recording@00:01:32	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
088	recording@00:01:33	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
089	recording@00:01:34	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
090	recording@00:01:35	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
091	recording@00:01:36	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
092	recording@00:01:37	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
093	recording@00:01:38	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
094	recording@00:01:39	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
095	recording@00:01:40	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
096	recording@00:01:41	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
097	recording@00:01:42	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
098	recording@00:01:43	optional	Speaker or transition frame	speaker-only, transition, or low-information frame without independent visual teaching content
099	recording@00:01:44	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
100	recording@00:01:45	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
101	recording@00:01:46	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
102	slides-images/slide-02-what-does-agi-look-like.jpg	required	what AGI looks like	independent teaching state retained from the official 1080p recording
103	recording@00:01:52	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
104	recording@00:01:53	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
105	recording@00:01:55	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
106	recording@00:01:56	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
107	recording@00:02:00	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
108	recording@00:02:04	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
109	recording@00:02:08	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
110	recording@00:02:09	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
111	recording@00:02:11	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
112	recording@00:02:12	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
113	recording@00:02:14	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
114	recording@00:02:17	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
115	recording@00:02:47	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
116	recording@00:03:08	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
117	recording@00:03:17	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
118	recording@00:03:20	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
119	recording@00:03:32	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
120	slides-images/slide-03-agent-architecture-components.jpg	required	agent architecture components	independent teaching state retained from the official 1080p recording
121	slides-images/slide-04-everyday-agi.jpg	required	Everyday AGI	independent teaching state retained from the official 1080p recording
122	recording@00:04:12	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
123	recording@00:04:36	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
124	slides-images/slide-05-dmv-agent-demo.jpg	required	DMV agent demo	independent teaching state retained from the official 1080p recording
125	recording@00:05:39	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
126	slides-images/slide-06-agent-initiatives.jpg	required	agent initiatives	independent teaching state retained from the official 1080p recording
127	recording@00:05:47	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
128	recording@00:06:02	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
129	recording@00:06:06	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
130	recording@00:06:07	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
131	recording@00:06:10	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
132	recording@00:06:14	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
133	recording@00:06:34	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
134	recording@00:06:36	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
135	recording@00:06:38	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
136	recording@00:06:44	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
137	recording@00:06:47	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
138	recording@00:07:07	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
139	slides-images/slide-07-why-agents.jpg	required	why agents	independent teaching state retained from the official 1080p recording
140	recording@00:07:11	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
141	recording@00:07:13	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
142	recording@00:07:14	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
143	recording@00:07:17	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
144	recording@00:07:18	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
145	recording@00:07:20	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
146	recording@00:07:23	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
147	slides-images/slide-08-lecture-roadmap.jpg	required	lecture roadmap	independent teaching state retained from the official 1080p recording
148	slides-images/slide-09-building-agents-questions.jpg	required	building agents questions	independent teaching state retained from the official 1080p recording
149	slides-images/slide-10-building-agents-thesis.jpg	required	building agents thesis	independent teaching state retained from the official 1080p recording
150	recording@00:08:28	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
151	recording@00:08:29	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
152	recording@00:08:32	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
153	recording@00:08:36	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
154	recording@00:08:39	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
155	slides-images/slide-11-ai-agents-why-how.jpg	required	AI agents why and how	independent teaching state retained from the official 1080p recording
156	recording@00:09:01	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
157	recording@00:09:03	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
158	recording@00:09:23	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
159	recording@00:09:25	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
160	recording@00:10:28	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
161	recording@00:10:42	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
162	recording@00:11:06	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
163	recording@00:11:18	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
164	slides-images/slide-12-human-like-agent-benefits.jpg	required	human-like agent benefits	independent teaching state retained from the official 1080p recording
165	slides-images/slide-13-agent-computer-two-routes.jpg	required	agent computer interaction routes	independent teaching state retained from the official 1080p recording
166	recording@00:13:16	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
167	recording@00:13:17	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
168	recording@00:13:28	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
169	recording@00:13:37	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
170	recording@00:13:44	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
171	recording@00:13:47	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
172	slides-images/slide-14-five-levels-autonomy.jpg	required	five levels of autonomy	independent teaching state retained from the official 1080p recording
173	recording@00:14:03	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
174	recording@00:14:04	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
175	recording@00:14:06	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
176	recording@00:14:08	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
177	recording@00:14:09	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
178	recording@00:14:10	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
179	recording@00:14:11	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
180	recording@00:14:12	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
181	recording@00:14:13	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
182	recording@00:14:16	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
183	recording@00:14:19	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
184	recording@00:14:20	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
185	recording@00:14:25	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
186	recording@00:14:28	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
187	recording@00:14:35	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
188	recording@00:14:36	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
189	recording@00:14:41	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
190	recording@00:14:42	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
191	slides-images/slide-15-real-bench-home.jpg	required	REAL Bench home	independent teaching state retained from the official 1080p recording
192	recording@00:15:01	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
193	slides-images/slide-16-real-bench-model-score.jpg	required	REAL Bench model score	independent teaching state retained from the official 1080p recording
194	recording@00:15:23	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
195	recording@00:15:39	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
196	slides-images/slide-17-real-bench-site-radar.jpg	required	REAL Bench site radar	independent teaching state retained from the official 1080p recording
197	recording@00:16:21	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
198	recording@00:16:26	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
199	recording@00:16:27	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
200	recording@00:16:29	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
201	recording@00:16:57	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
202	recording@00:16:59	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
203	slides-images/slide-18-real-bench-task-breakdown.jpg	required	REAL Bench task breakdown	independent teaching state retained from the official 1080p recording
204	recording@00:17:28	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
205	recording@00:17:29	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
206	recording@00:17:31	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
207	recording@00:17:32	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
208	recording@00:17:37	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
209	recording@00:17:38	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
210	recording@00:17:39	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
211	recording@00:17:46	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
212	recording@00:17:50	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
213	recording@00:17:51	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
214	recording@00:17:52	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
215	recording@00:17:54	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
216	recording@00:17:55	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
217	recording@00:17:56	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
218	recording@00:17:57	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
219	recording@00:17:58	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
220	slides-images/slide-19-agentq-failure-collage.jpg	required	AgentQ failure collage	independent teaching state retained from the official 1080p recording
221	recording@00:18:00	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
222	recording@00:18:01	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
223	recording@00:18:02	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
224	recording@00:18:03	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
225	recording@00:18:04	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
226	recording@00:18:05	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
227	recording@00:18:06	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
228	recording@00:18:07	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
229	slides-images/slide-20-agentq-title.jpg	required	AgentQ title	independent teaching state retained from the official 1080p recording
230	recording@00:18:09	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
231	recording@00:18:10	optional	Progressive or repeated recording state	superseded build, repeated state, demo micro-step, or lower-information moment; the retained state preserves the independent teaching point
232	slides-images/slide-21-reservation-prompt.jpg	required	reservation prompt	independent teaching state retained from the official 1080p recording
