page	source	status	title	rationale
017	slides-images/slide-017.jpg	required	This lecture’s atlas | Follow along at hf.co/collections/natolambert Collection | QR code	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
018	slides-images/slide-018.jpg	optional	Aligning open language models: Chapters | Collection | QR code	empty chapter atlas build superseded by pages 19-23
019	slides-images/slide-019.jpg	required	Aligning open language models: Chapters | Collection | 1: instruction QR code	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
020	slides-images/slide-020.jpg	required	Aligning open language models: Chapters | Collection | 1: instruction 2: evals & QR code	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
021	slides-images/slide-021.jpg	required	Aligning open language models: Chapters | Collection | 1: instruction 2: evals & 3: RLHF QR code	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
022	slides-images/slide-022.jpg	required	Aligning open language models: Chapters | Collection | 1: instruction 2: evals & 3: RLHF QR code	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
023	slides-images/slide-023.jpg	required	Aligning open language models: Chapters | Collection | 1: instruction 2: evals & 3: RLHF QR code	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
024	slides-images/slide-024.jpg	required	Base models | Follow along at hf.co/collections/natolambert	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
025	slides-images/slide-025.jpg	required	Aligned / fine-tuned / preference trained models | Follow along at hf.co/collections/natolambert	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
026	slides-images/slide-026.jpg	required	Some definitions for “alignment” of models | ● Instruction fine-tuning (IFT): Training a model to follow use instructions | (usually via autoregressive LM loss)	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
027	slides-images/slide-027.jpg	required	Chapter 0: The race to reproduce ChatGPT | ● The land grab and craziness until LLaMA dropped | ● A time for basic questions: What is red-teaming? What makes a dialogue	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
028	slides-images/slide-028.jpg	optional	Chapter 1: The first open instruct models	pure chapter divider
029	slides-images/slide-029.jpg	required	First open instruction tuned models | Alpaca | 13 Mar. 2023	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
030	slides-images/slide-030.jpg	required	Key idea: Instruction fine-tuning (IFT) | 1. Adapt base model to speciﬁc style of input | 2. Ability to include system prompts, multi-turn	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
031	slides-images/slide-031.jpg	required	Key idea: Instruction fine-tuning (IFT) | starting point: a base language model | continue training a transformer with pairs of	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
032	slides-images/slide-032.jpg	required	Key idea: Self-instruct / synthetic data | Start: N high-quality (often human) | prompts	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
033	slides-images/slide-033.jpg	required	First open instruction tuned models | Alpaca Vicuna (lmsys/vicuna-7b-delta-v0) | 13 Mar. 2023 30 Mar. 2023	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
034	slides-images/slide-034.jpg	required	Key resource: ShareGPT data | ● Source: Data from a sharing tool for their | ChatGPT conversations	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
035	slides-images/slide-035.jpg	required	First open instruction tuned models | Alpaca Vicuna (lmsys/vicuna-7b-delta-v0) | 13 Mar. 2023 30 Mar. 2023	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
036	slides-images/slide-036.jpg	required	Why weight differences? | ● LLaMA weights were released as | Release this	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
037	slides-images/slide-037.jpg	required	First open instruction tuned models | Alpaca Vicuna (lmsys/vicuna-7b-delta-v0) | 13 Mar. 2023 30 Mar. 2023	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
038	slides-images/slide-038.jpg	required	First open instruction tuned models | MT Bench 7B: 6.69 | MT Bench 13B: 4.53	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
039	slides-images/slide-039.jpg	required	OpenAssistant: The first open, human instruction dataset | “In an effort to democratize research on large-scale alignment, we release OpenAssistant Conversations | (OASST1), a human-generated, human-annotated assistant-s	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
040	slides-images/slide-040.jpg	required	StableVicuna: The first RLHF model | 28 April 2024 | Trained with proximal policy optimization (PPO) on popular datasets	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
041	slides-images/slide-041.jpg	required	QLoRA & Guanaco | LoRA: Low Rank Adaptation | Popular tool for fine-tuning models with lower	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
042	slides-images/slide-042.jpg	required	QLoRA & Guanaco | LoRA: Low Rank Adaptation | Popular tool for fine-tuning models with lower	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
043	slides-images/slide-043.jpg	required	QLoRA & Guanaco | Guanaco (33B MT Bench 6.88) | First models trained with QLoRA plus	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
044	slides-images/slide-044.jpg	optional	Chapter 2: Setting expectations & evals.	pure chapter divider
045	slides-images/slide-045.jpg	required	Do LoRA methods work with RL? | ● Big exploration in late may / summer 2023 | ● Few models that “splashed” trained this way	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
046	slides-images/slide-046.jpg	required	Llama 2 chat backlash | Should chat models be “safe?” | Röttger et al. 2023	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
047	slides-images/slide-047.jpg	required	“Uncensored” models | ● Goal: Modify models so they don’t refuse any request | ● Method: Remove instances of “as a language model” or “Sorry, …” in training	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
048	slides-images/slide-048.jpg	required	Transition period: Ultrachat, OpenChat, XwinLM, | OpenHermes, and more fine-tunes | A series of strong models trained with instruction tuning and/or RLHF, but none	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
049	slides-images/slide-049.jpg	required	Establishing evaluation | The four most popular aligned model evaluations of the past year were created | within 2 months of each other!	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
050	slides-images/slide-050.jpg	required	ChatBotArena | Side by side preference collection of two | different models.	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
051	slides-images/slide-051.jpg	required	AlpacaEval | LLM-as-a-judge mirroring preference collection phase: | ● Show candidate model response versus baseline model completion, ask which	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
052	slides-images/slide-052.jpg	required	AlpacaEval | Strengths: | ● More samples creates smaller error bars than MT Bench	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
053	slides-images/slide-053.jpg	required	Aside: AlpacaEval 2 | ● Compare to GPT4 rather than Davinci003 | (InstructGPT variant)	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
054	slides-images/slide-054.jpg	required	MT Bench | LLM-as-a-judge: ask a LLM (GPT4/Claude) to rate a model response: | ● Two turns (response & follow-up)	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
055	slides-images/slide-055.jpg	required	MT Bench | LLM-as-a-judge: ask a LLM (GPT4/Claude) to rate a model response: | ● Two turns (response & follow-up)	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
056	slides-images/slide-056.jpg	required	Open LLM Leaderboard | Started as an engineering tool for | automatically evaluating competitive models.	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
057	slides-images/slide-057.jpg	required	Establishing evaluation | How easy to use are these evaluations | 1. ChatBotArena: Hard to use as training signal (slow feedback), yet most	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
058	slides-images/slide-058.jpg	optional	Chapter 3: Getting RLHF to work	pure chapter divider
059	slides-images/slide-059.jpg	required	π: LLM policy | Review: RLHF objective πθ: base LLM | x: prompt	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
060	slides-images/slide-060.jpg	required	π: LLM policy | Review: RLHF objective πθ: base LLM | x: prompt	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
061	slides-images/slide-061.jpg	required	π: LLM policy | Review: RLHF objective πθ: base LLM | x: prompt	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
062	slides-images/slide-062.jpg	required	Review: Preference (reward) modeling | Can we just use supervised learning on scores? | ● Assigning a scalar reward of how good a response is did not work	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
063	slides-images/slide-063.jpg	required	What if we just use gradient ascent on this equation?	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
064	slides-images/slide-064.jpg	required	What if we just use gradient ascent on this equation? | The answer, with some math, is: | Direct Preference Optimization (DPO)	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
065	slides-images/slide-065.jpg	required	DPO core facts | 1. Extremely simple to | implement	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
066	slides-images/slide-066.jpg	required	DPO vs RL (PPO, REINFORCE, …) | DPO and PPO are very different | optimizers.	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
067	slides-images/slide-067.jpg	required	RLHF phase: Zephyr β | ● First model to make a splash with | DPO!	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
068	slides-images/slide-068.jpg	required	RLHF phase: Tulu 2 | ● First model to scale DPO to 70 | billion parameters!	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
069	slides-images/slide-069.jpg	required	RLHF phase: SteerLM & Starling | Still plenty of models showing that PPO (and RL methods) outperforms DPO! | ● SteerLM: Attribute conditioned fine-tuning	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
070	slides-images/slide-070.jpg	optional	Chapter 4: Modern ecosystem	pure chapter divider
071	slides-images/slide-071.jpg	required	Diversity of models and more players | Examples: | ● Genstruct from NousResearch: model for rephrasing any text into instructions	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
072	slides-images/slide-072.jpg	required	Llama 3 | More about scaling than alignment. | TBD if they solved the Llama 2	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
073	slides-images/slide-073.jpg	required	Current directions | Aligning open language models	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
074	slides-images/slide-074.jpg	required	Open vs. closed aligned models Image credit: | Maxime Labonne | Tulu 2 70B	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
075	slides-images/slide-075.jpg	required	Current directions | 1. Data! Data! Data! We are severely limited on experimentation by having too | few preference datasets (Anthropic HH, UltraFeedback, and Nectar are main	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
076	slides-images/slide-076.jpg	required	Where open alignment is happening | ● AI2 (self bias): Tulu models, OLMo-Adapt, dataset releases | ● HuggingFaceH4: Quick releases on new base models, recipes for new	teaching-bearing official slide with an independent claim, example, formula, comparison, or complete build state
077	slides-images/slide-077.jpg	optional	Thank you! Questions | Contact: nathan at natolambert dot com | Socials: @natolambert	closing thanks and contact card
