page	source	status	title	rationale
046	slides-images/slide-046.jpg	required	Maximize Your Data's Potential:	independent teaching state
047	slides-images/slide-047.jpg	required	Optimizing Data Selection in LLM Pretraining	independent teaching state
048	slides-images/slide-048.jpg	required	Key Contributions	independent teaching state
049	slides-images/slide-049.jpg	required	Two-Phase Pretraining Approach	independent teaching state
050	slides-images/slide-050.jpg	required	Data Sources	independent teaching state
051	slides-images/slide-051.jpg	required	Evaluation Suite	independent teaching state
052	slides-images/slide-052.jpg	required	Model and Training Setup	independent teaching state
053	slides-images/slide-053.jpg	required	Two-Phase Data Blending Strategy	independent teaching state
054	slides-images/slide-054.jpg	required	Performance Impact of Phase 2 Blending	independent teaching state
055	slides-images/slide-055.jpg	required	Does Phase 2 Upsampling Actually Help?	independent teaching state
056	slides-images/slide-056.jpg	required	Scalability of Two-Phase Training Approach	independent teaching state
057	slides-images/slide-057.jpg	required	Impact of Phase Two Duration	independent teaching state
058	slides-images/slide-058.jpg	required	Findings & Conclusions	independent teaching state
059	slides-images/slide-059.jpg	optional	Want to Learn More?	QR/contact slide without independent teaching claim
060	slides-images/slide-060.jpg	required	Unified Insights on Data Strategies for LMs	independent teaching state
061	slides-images/slide-061.jpg	required	Our research underscores that effective language modeling isn’t just about	independent teaching state
062	slides-images/slide-062.jpg	optional	Post-Training Strategies	pure section divider represented by prose transition
063	slides-images/slide-063.jpg	required	Post-Training or Inference-Time Compute	independent teaching state
064	slides-images/slide-064.jpg	required	Improving Reasoning With Chain-of-Thought (CoT)	independent teaching state
065	slides-images/slide-065.jpg	required	Example: Chain-of-Thought Reasoning	independent teaching state
066	slides-images/slide-066.jpg	required	Improving Chain-of-Thought Reasoning	independent teaching state
067	slides-images/slide-067.jpg	required	Chain-of-Thought Reasoning for Smaller Models	independent teaching state
068	slides-images/slide-068.jpg	required	Generalizing Chain-of-Thought Reasoning	independent teaching state
069	slides-images/slide-069.jpg	required	Extending CoT → Tree-of-Thoughts	independent teaching state
070	slides-images/slide-070.jpg	required	Extending CoT → Program-of-Thought	independent teaching state
071	slides-images/slide-071.jpg	required	Problem Decomposition: Socratic Questioning	independent teaching state
072	slides-images/slide-072.jpg	required	Least-to-Most Prompting	independent teaching state
073	slides-images/slide-073.jpg	required	Program of Thoughts (PoT)	independent teaching state
074	slides-images/slide-074.jpg	required	Problem Decomposition: Computation Graphs	independent teaching state
075	slides-images/slide-075.jpg	required	Self-Notes	independent teaching state
076	slides-images/slide-076.jpg	required	Chain-of-Thought Over Latent Space?	independent teaching state
077	slides-images/slide-077.jpg	optional	RL & Feedback Mechanisms	pure section divider represented by prose transition
078	slides-images/slide-078.jpg	required	Reinforcement Learning with Human Feedback (RLHF)	independent teaching state
079	slides-images/slide-079.jpg	required	Direct Preference Optimization (DPO)	independent teaching state
080	slides-images/slide-080.jpg	required	Reinforcement Learning with AI Feedback (RLAIF)	independent teaching state
081	slides-images/slide-081.jpg	required	Group Relative Policy Optimization (DeepSeek)	independent teaching state
082	slides-images/slide-082.jpg	required	Kahneman-Tversky Optimization (KTO)	independent teaching state
083	slides-images/slide-083.jpg	required	Personalizing RLHF with Variational Preference Learning	independent teaching state
084	slides-images/slide-084.jpg	optional	Self Improving AI Agents	pure section divider represented by prose transition
085	slides-images/slide-085.jpg	required	What is an AI agent?	independent teaching state
086	slides-images/slide-086.jpg	required	Self-Improvement	independent teaching state
087	slides-images/slide-087.jpg	required	Self-Improvement - Refinement	independent teaching state
088	slides-images/slide-088.jpg	required	Self-Improvement - Reflexion	independent teaching state
089	slides-images/slide-089.jpg	required	Self-Improvement - ReAct (Reasoning + Acting)	independent teaching state
090	slides-images/slide-090.jpg	required	Self-Improvement - Language Agent Tree Search (LATS)	independent teaching state
091	slides-images/slide-091.jpg	optional	Some Applications	pure section divider represented by prose transition
092	slides-images/slide-092.jpg	optional	Vision Transformers (ViT)	pure section divider represented by prose transition
093	slides-images/slide-093.jpg	required	ViTs: Methodology	independent teaching state
094	slides-images/slide-094.jpg	required	ViTs vs CNNs	independent teaching state
095	slides-images/slide-095.jpg	required	CLIP	independent teaching state
096	slides-images/slide-096.jpg	optional	ViTs for Vision Language	pure section divider represented by prose transition
097	slides-images/slide-097.jpg	required	VLM Basics	independent teaching state
098	slides-images/slide-098.jpg	optional	Transformers + Neuroscience	pure section divider represented by prose transition
099	slides-images/slide-099.jpg	required	Functional Magnetic Resonance Imaging	independent teaching state
100	slides-images/slide-100.jpg	required	Brain Functional Networks	independent teaching state
101	slides-images/slide-101.jpg	required	Early ML Models	independent teaching state
102	slides-images/slide-102.jpg	required	Foundation Models for fMRI	independent teaching state
103	slides-images/slide-103.jpg	required	Data Driven Approach	independent teaching state
104	slides-images/slide-104.jpg	required	Cross-Attention (e.g. Machine Translation)	independent teaching state
105	slides-images/slide-105.jpg	required	Model Architectures	independent teaching state
106	slides-images/slide-106.jpg	required	Modeling Results	independent teaching state
107	slides-images/slide-107.jpg	required	Modeling Results	independent teaching state
108	slides-images/slide-108.jpg	required	Network Dependence	independent teaching state
109	slides-images/slide-109.jpg	required	Downstream Tasks	independent teaching state
110	slides-images/slide-110.jpg	required	Downstream Tasks	independent teaching state
111	slides-images/slide-111.jpg	required	The Future (What’s Next?)	independent teaching state
112	slides-images/slide-112.jpg	required	The Future (What’s Missing?)	independent teaching state
113	slides-images/slide-113.jpg	required	The Future (What’s Missing?)	independent teaching state
114	slides-images/slide-114.jpg	required	Minified LLMs and On-Device LLMs	independent teaching state
115	slides-images/slide-115.jpg	required	Interpretability of LLMs	independent teaching state
116	slides-images/slide-116.jpg	required	Limits of Scaling?	independent teaching state
117	slides-images/slide-117.jpg	required	Limits of Scaling? What’s Next	independent teaching state
118	slides-images/slide-118.jpg	required	Continual & Lifelong Learning	independent teaching state
119	slides-images/slide-119.jpg	required	Continual & Lifelong Learning	independent teaching state
120	slides-images/slide-120.jpg	required	Model Editing for Continual Learning?	independent teaching state
121	slides-images/slide-121.jpg	required	Other Works in Continual Learning	independent teaching state
122	slides-images/slide-122.jpg	required	Other Works in Continual Learning	independent teaching state
123	slides-images/slide-123.jpg	optional	Slide 123	closing card without teaching content
