page	source	status	title	rationale
056	slides-images/slide-056.jpg	required	Grammaticality performance is the same between the English baseline and	independent teaching state retained in the note
057	slides-images/slide-057.jpg	required	Word similarity performance is the same between the English baseline and	independent teaching state retained in the note
058	slides-images/slide-058.jpg	optional	RQ1: Does bilingual training cause interference or confer	repeated or progressive state superseded by the retained complete slide
059	slides-images/slide-059.jpg	required	Grammaticality performance is the same between different multilingual	independent teaching state retained in the note
060	slides-images/slide-060.jpg	required	Word similarity performance is the same between different multilingual	independent teaching state retained in the note
061	slides-images/slide-061.jpg	optional	RQ1: Does bilingual training cause interference or confer	repeated or progressive state superseded by the retained complete slide
062	slides-images/slide-062.jpg	required	Data (not model size) aﬀects performance.	independent teaching state retained in the note
063	slides-images/slide-063.jpg	required	RQ1: Does bilingual training cause interference or confer	independent teaching state retained in the note
064	slides-images/slide-064.jpg	required	RQ2: How do bilingual exposure structures (speaker-split vs.	independent teaching state retained in the note
065	slides-images/slide-065.jpg	required	RQ3: How do these effects vary with model size, total data	independent teaching state retained in the note
066	slides-images/slide-066.jpg	required	Takeaways	independent teaching state retained in the note
067	slides-images/slide-067.jpg	optional	Retrieval Augmented Gen.	pure section divider represented by prose transition
068	slides-images/slide-068.jpg	required	Basic Idea	independent teaching state retained in the note
069	slides-images/slide-069.jpg	optional	Basic Idea	repeated or progressive state superseded by the retained complete slide
070	slides-images/slide-070.jpg	required	Basic Idea	independent teaching state retained in the note
071	slides-images/slide-071.jpg	required	Studying RAG Scaling	independent teaching state retained in the note
072	slides-images/slide-072.jpg	required	How Much RAG is Optimal?	independent teaching state retained in the note
073	slides-images/slide-073.jpg	optional	Want to Learn More?	QR/contact page without independent teaching claim
074	slides-images/slide-074.jpg	optional	Curriculum-Guided Scaling	pure section divider represented by prose transition
075	slides-images/slide-075.jpg	required	Motivation	independent teaching state retained in the note
076	slides-images/slide-076.jpg	required	Motivation	independent teaching state retained in the note
077	slides-images/slide-077.jpg	required	Prior Work - Stacking	independent teaching state retained in the note
078	slides-images/slide-078.jpg	required	Method	independent teaching state retained in the note
079	slides-images/slide-079.jpg	required	Results	independent teaching state retained in the note
080	slides-images/slide-080.jpg	required	Results	independent teaching state retained in the note
081	slides-images/slide-081.jpg	required	Discussion	independent teaching state retained in the note
082	slides-images/slide-082.jpg	optional	Want to Learn More?	QR/contact page without independent teaching claim
083	slides-images/slide-083.jpg	optional	Overall Takeaways	pure section divider represented by prose transition
084	slides-images/slide-084.jpg	required	Uniﬁed Insights on Data Strategies for LMs	independent teaching state retained in the note
085	slides-images/slide-085.jpg	required	Uniﬁed Insights on Data Strategies for LMs	independent teaching state retained in the note
086	slides-images/slide-086.jpg	required	Our research underscores that eﬀective language modeling isn’t just	independent teaching state retained in the note
087	slides-images/slide-087.jpg	optional	Post Training	pure section divider represented by prose transition
088	slides-images/slide-088.jpg	required	Post-Training and Inference-Time Compute	independent teaching state retained in the note
089	slides-images/slide-089.jpg	required	Improving Reasoning With Chain-of-Thought (CoT)	independent teaching state retained in the note
090	slides-images/slide-090.jpg	required	Example: Chain-of-Thought Reasoning	independent teaching state retained in the note
091	slides-images/slide-091.jpg	required	Extending CoT → Tree-of-Thoughts	independent teaching state retained in the note
092	slides-images/slide-092.jpg	required	Extending CoT → Program-of-Thought	independent teaching state retained in the note
093	slides-images/slide-093.jpg	required	Problem Decomposition: Socratic Questioning	independent teaching state retained in the note
094	slides-images/slide-094.jpg	required	Problem Decomposition: Computation Graphs	independent teaching state retained in the note
095	slides-images/slide-095.jpg	optional	Reinforcement Learning	pure section divider represented by prose transition
096	slides-images/slide-096.jpg	required	Reinforcement Learning with Human Feedback (RLHF)	independent teaching state retained in the note
097	slides-images/slide-097.jpg	required	RL-Free Alignment: Direct Preference Optimization (DPO)	independent teaching state retained in the note
098	slides-images/slide-098.jpg	required	Reinforcement Learning with AI Feedback (RLAIF)	independent teaching state retained in the note
099	slides-images/slide-099.jpg	required	Group Relative Policy Optimization (DeepSeek)	independent teaching state retained in the note
100	slides-images/slide-100.jpg	required	Process Supervision (Reasoning-Level Alignment)	independent teaching state retained in the note
101	slides-images/slide-101.jpg	optional	Self-Improving AI Agents	pure section divider represented by prose transition
102	slides-images/slide-102.jpg	required	What is an AI agent?	independent teaching state retained in the note
103	slides-images/slide-103.jpg	required	Bottom line: Agents are not one-shot models → they operate in loops	independent teaching state retained in the note
104	slides-images/slide-104.jpg	required	Self-Improvement	independent teaching state retained in the note
105	slides-images/slide-105.jpg	required	Self-Improvement - Reﬁnement	independent teaching state retained in the note
106	slides-images/slide-106.jpg	required	Self-Improvement - Reﬂexion	independent teaching state retained in the note
107	slides-images/slide-107.jpg	required	Acting & Tool Use (ReAct: Reasoning + Acting)	independent teaching state retained in the note
108	slides-images/slide-108.jpg	optional	Applications of Transformers	pure section divider represented by prose transition
109	slides-images/slide-109.jpg	required	Transformer applications montage	independent teaching state retained in the note
110	slides-images/slide-110.jpg	optional	Vision Transformers	pure section divider represented by prose transition
111	slides-images/slide-111.jpg	required	ViTs vs CNNs	independent teaching state retained in the note
112	slides-images/slide-112.jpg	required	CLIP	independent teaching state retained in the note
113	slides-images/slide-113.jpg	optional	Transformers for	pure section divider represented by prose transition
114	slides-images/slide-114.jpg	required	fMRI & Yeo Networks	independent teaching state retained in the note
115	slides-images/slide-115.jpg	required	Grounded fMRI Representations	independent teaching state retained in the note
116	slides-images/slide-116.jpg	optional	Inter-Network Dependence	repeated or progressive state superseded by the retained complete slide
117	slides-images/slide-117.jpg	required	Inter-Network Dependence	independent teaching state retained in the note
118	slides-images/slide-118.jpg	required	Longitudinal Charting for AD	independent teaching state retained in the note
119	slides-images/slide-119.jpg	optional	Read the Paper	QR/contact page without independent teaching claim
120	slides-images/slide-120.jpg	optional	The Future — What’s Next?	pure section divider represented by prose transition
121	slides-images/slide-121.jpg	required	The Future (What’s Next?)	independent teaching state retained in the note
122	slides-images/slide-122.jpg	required	The Future (What’s Missing?)	independent teaching state retained in the note
123	slides-images/slide-123.jpg	required	Miniﬁed and On-Device LLMs	independent teaching state retained in the note
124	slides-images/slide-124.jpg	required	Limits of Scaling?	independent teaching state retained in the note
125	slides-images/slide-125.jpg	required	Limits of Scaling? What’s Next	independent teaching state retained in the note
126	slides-images/slide-126.jpg	optional	Hallucination in LLMs	pure section divider represented by prose transition
127	slides-images/slide-127.jpg	required	Hallucination Basics	independent teaching state retained in the note
128	slides-images/slide-128.jpg	required	Hallucination Basics	independent teaching state retained in the note
129	slides-images/slide-129.jpg	optional	But, what exactly is a	pure section divider represented by prose transition
130	slides-images/slide-130.jpg	required	No Uniﬁed Deﬁnition!	independent teaching state retained in the note
131	slides-images/slide-131.jpg	required	Key Insight: It’s About the World Model	independent teaching state retained in the note
132	slides-images/slide-132.jpg	required	The Framework (W, V, P)	independent teaching state retained in the note
133	slides-images/slide-133.jpg	required	Unifying Diﬀerent Settings	independent teaching state retained in the note
134	slides-images/slide-134.jpg	required	Not All Errors Are Hallucinations	independent teaching state retained in the note
135	slides-images/slide-135.jpg	required	Why This Deﬁnition Matters	independent teaching state retained in the note
136	slides-images/slide-136.jpg	required	Why This Deﬁnition Matters	independent teaching state retained in the note
137	slides-images/slide-137.jpg	required	Big Picture	independent teaching state retained in the note
138	slides-images/slide-138.jpg	optional	Memory & Continual Learning	pure section divider represented by prose transition
139	slides-images/slide-139.jpg	required	Long-Term Memory	independent teaching state retained in the note
140	slides-images/slide-140.jpg	required	Long-Term Memory	independent teaching state retained in the note
141	slides-images/slide-141.jpg	required	Lifelong Learning like Humans?	independent teaching state retained in the note
142	slides-images/slide-142.jpg	required	Current Work vs. What's Needed	independent teaching state retained in the note
143	slides-images/slide-143.jpg	required	Model Editing for Continual Learning?	independent teaching state retained in the note
144	slides-images/slide-144.jpg	optional	Interpretability & Alignment	pure section divider represented by prose transition
145	slides-images/slide-145.jpg	required	Interpretability of LLMs	independent teaching state retained in the note
146	slides-images/slide-146.jpg	required	The Alignment Problem	independent teaching state retained in the note
147	slides-images/slide-147.jpg	required	Failure Modes & Alignment Risks	independent teaching state retained in the note
148	slides-images/slide-148.jpg	required	Alignment Techniques	independent teaching state retained in the note
149	slides-images/slide-149.jpg	required	Alignment Techniques	independent teaching state retained in the note
150	slides-images/slide-150.jpg	optional	What Comes After Transformers?	pure section divider represented by prose transition
151	slides-images/slide-151.jpg	required	Beyond Transformers	independent teaching state retained in the note
152	slides-images/slide-152.jpg	required	World Models & JEPA	independent teaching state retained in the note
153	slides-images/slide-153.jpg	required	World Models & JEPA	independent teaching state retained in the note
154	slides-images/slide-154.jpg	required	State Space Models (SSMs)	independent teaching state retained in the note
155	slides-images/slide-155.jpg	required	State Space Models (SSMs)	independent teaching state retained in the note
156	slides-images/slide-156.jpg	optional	Thanks for Listening!	closing card without teaching content
