state	source	status	title	rationale
027	recording@00:03:09	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
028	recording@00:03:11	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
029	recording@00:03:12	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
030	recording@00:03:13	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
031	recording@00:03:14	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
032	recording@00:03:15	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
033	recording@00:03:16	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
034	recording@00:03:17	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
035	recording@00:03:23	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
036	recording@00:03:26	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
037	recording@00:03:29	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
038	recording@00:03:38	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
039	recording@00:03:39	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
040	recording@00:03:40	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
041	recording@00:03:43	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
042	recording@00:03:47	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
043	recording@00:03:48	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
044	recording@00:03:51	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
045	recording@00:03:55	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
046	recording@00:03:56	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
047	recording@00:03:59	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
048	slides-images/slide-04-calibration-canvas-report.jpg	required	calibration canvas report	independent teaching state retained from the official 1080p recording
049	recording@00:04:01	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
050	recording@00:04:02	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
051	recording@00:04:03	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
052	recording@00:04:04	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
053	recording@00:04:05	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
054	recording@00:04:06	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
055	recording@00:04:07	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
056	recording@00:04:09	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
057	recording@00:04:12	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
058	recording@00:04:36	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
059	slides-images/slide-05-claude-usage-bachelor-degrees.jpg	required	claude usage bachelor degrees	independent teaching state retained from the official 1080p recording
060	recording@00:04:41	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
061	recording@00:04:43	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
062	recording@00:04:44	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
063	recording@00:04:45	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
064	recording@00:04:48	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
065	recording@00:04:54	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
066	recording@00:04:55	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
067	recording@00:04:56	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
068	recording@00:04:57	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
069	recording@00:04:58	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
070	recording@00:04:59	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
071	slides-images/slide-06-stripe-dashboard.jpg	required	stripe dashboard	independent teaching state retained from the official 1080p recording
072	slides-images/slide-07-correlation-explorer.jpg	required	correlation explorer	independent teaching state retained from the official 1080p recording
073	slides-images/slide-08-sketch-to-image.jpg	required	sketch to image	independent teaching state retained from the official 1080p recording
074	recording@00:05:52	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
075	recording@00:05:53	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
076	recording@00:06:02	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
077	recording@00:06:08	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
078	recording@00:06:22	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
079	slides-images/slide-09-generative-mobile-game.jpg	required	generative mobile game	independent teaching state retained from the official 1080p recording
080	recording@00:06:24	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
081	recording@00:06:39	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
082	recording@00:06:40	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
083	recording@00:06:41	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
084	recording@00:06:43	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
085	recording@00:06:44	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
086	recording@00:06:55	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
087	recording@00:06:56	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
088	slides-images/slide-10-zero-cost-software.jpg	required	zero cost software	independent teaching state retained from the official 1080p recording
089	recording@00:07:14	optional	Black transition	embedded demo transition
090	slides-images/slide-11-next-token-scaling.jpg	required	next token scaling	independent teaching state retained from the official 1080p recording
091	slides-images/slide-12-rl-cot-scaling.jpg	required	rl cot scaling	independent teaching state retained from the official 1080p recording
092	slides-images/slide-13-create-build-make.jpg	required	create build make	independent teaching state retained from the official 1080p recording
093	slides-images/slide-14-two-product-research-paths.jpg	required	two product research paths	independent teaching state retained from the official 1080p recording
094	slides-images/slide-15-familiar-form-unfamiliar-capability.jpg	required	familiar form unfamiliar capability	independent teaching state retained from the official 1080p recording
095	recording@00:10:02	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
096	recording@00:10:04	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
097	recording@00:10:06	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
098	recording@00:10:07	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
099	recording@00:10:08	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
100	slides-images/slide-16-clip-fashion-target.jpg	required	clip fashion target	independent teaching state retained from the official 1080p recording
101	recording@00:10:11	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
102	recording@00:10:14	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
103	slides-images/slide-17-clip-fashion-yellow-search.jpg	required	clip fashion yellow search	independent teaching state retained from the official 1080p recording
104	recording@00:10:18	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
105	recording@00:10:19	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
106	recording@00:10:23	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
107	recording@00:10:24	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
108	recording@00:10:26	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
109	recording@00:10:27	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
110	slides-images/slide-18-clip-fashion-style-search.jpg	required	clip fashion style search	independent teaching state retained from the official 1080p recording
111	recording@00:10:54	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
112	slides-images/slide-19-100k-context-business-analyst.jpg	required	100k context business analyst	independent teaching state retained from the official 1080p recording
113	recording@00:10:58	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
114	recording@00:11:00	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
115	recording@00:11:06	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
116	recording@00:11:07	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
117	slides-images/slide-20-100k-context-input.jpg	required	100k context input	independent teaching state retained from the official 1080p recording
118	recording@00:11:12	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
119	recording@00:11:13	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
120	recording@00:11:16	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
121	recording@00:11:17	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
122	recording@00:11:18	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
123	recording@00:11:19	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
124	recording@00:11:20	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
125	recording@00:11:21	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
126	recording@00:11:22	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
127	recording@00:11:23	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
128	recording@00:11:24	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
129	recording@00:11:25	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
130	recording@00:11:26	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
131	recording@00:11:27	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
132	recording@00:11:28	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
133	recording@00:11:29	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
134	recording@00:11:30	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
135	slides-images/slide-21-100k-context-analysis.jpg	required	100k context analysis	independent teaching state retained from the official 1080p recording
136	slides-images/slide-22-o1-summarizer-calibration.jpg	required	o1 summarizer calibration	independent teaching state retained from the official 1080p recording
137	slides-images/slide-23-product-belief-vision.jpg	required	product belief vision	independent teaching state retained from the official 1080p recording
138	recording@00:14:09	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
139	recording@00:14:11	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
140	slides-images/slide-24-language-high-end-product.jpg	required	language high end product	independent teaching state retained from the official 1080p recording
141	slides-images/slide-25-context-block-multiple-surfaces.jpg	required	context block multiple surfaces	independent teaching state retained from the official 1080p recording
142	slides-images/slide-26-adaptive-presentation-surfaces.jpg	required	adaptive presentation surfaces	independent teaching state retained from the official 1080p recording
143	slides-images/slide-27-writing-ide-gpt3.jpg	required	writing ide gpt3	independent teaching state retained from the official 1080p recording
144	recording@00:15:41	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
145	slides-images/slide-28-language-compressed-knowledge.jpg	required	language compressed knowledge	independent teaching state retained from the official 1080p recording
146	slides-images/slide-29-claude-micro-personalization.jpg	required	claude micro personalization	independent teaching state retained from the official 1080p recording
147	recording@00:16:20	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
148	recording@00:16:21	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
149	recording@00:16:22	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
150	recording@00:16:25	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
151	recording@00:16:27	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
152	recording@00:16:35	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
153	recording@00:16:40	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
154	recording@00:16:42	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
155	recording@00:16:45	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
156	recording@00:16:46	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
157	recording@00:16:47	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
158	recording@00:16:48	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
159	slides-images/slide-30-claude-slack-product-spec.jpg	required	claude slack product spec	independent teaching state retained from the official 1080p recording
160	slides-images/slide-31-human-ai-flexible-affordances.jpg	required	human ai flexible affordances	independent teaching state retained from the official 1080p recording
161	slides-images/slide-32-training-collaborator.jpg	required	training collaborator	independent teaching state retained from the official 1080p recording
162	recording@00:19:37	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
163	recording@00:19:41	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
164	recording@00:19:47	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
165	recording@00:19:51	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
166	recording@00:19:52	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
167	recording@00:19:53	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
168	recording@00:19:55	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
169	recording@00:19:56	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
170	slides-images/slide-33-chatgpt-tasks-composition.jpg	required	chatgpt tasks composition	independent teaching state retained from the official 1080p recording
171	slides-images/slide-34-evals-question.jpg	required	evals question	independent teaching state retained from the official 1080p recording
172	recording@00:20:29	optional	Case-study divider	pure section divider represented by prose transition
173	recording@00:20:30	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
174	recording@00:20:43	optional	Repeated case-study divider	duplicate divider
175	slides-images/slide-35-general-behaviors-refusal-opinions.jpg	required	general behaviors refusal opinions	independent teaching state retained from the official 1080p recording
176	slides-images/slide-36-general-behaviors-nuance-knowledge.jpg	required	general behaviors nuance knowledge	independent teaching state retained from the official 1080p recording
177	slides-images/slide-37-claude21-overrefusal.jpg	required	claude21 overrefusal	independent teaching state retained from the official 1080p recording
178	slides-images/slide-38-nuanced-refusals.jpg	required	nuanced refusals	independent teaching state retained from the official 1080p recording
179	slides-images/slide-39-refusal-taxonomy.jpg	required	refusal taxonomy	independent teaching state retained from the official 1080p recording
180	recording@00:27:06	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
181	recording@00:27:08	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
182	slides-images/slide-40-refusal-taxonomy-examples.jpg	required	refusal taxonomy examples	independent teaching state retained from the official 1080p recording
183	recording@00:28:12	optional	Progressive or repeated recording state	superseded build, repeated state, transition, or lower-information moment; the final independent teaching state is retained
184	slides-images/slide-41-trusted-evals-sources.jpg	required	trusted evals sources	independent teaching state retained from the official 1080p recording
185	slides-images/slide-42-refusal-general-approaches.jpg	required	refusal general approaches	independent teaching state retained from the official 1080p recording
186	slides-images/slide-43-debug-data-like-software.jpg	required	debug data like software	independent teaching state retained from the official 1080p recording
187	slides-images/slide-44-dataset-specific-refusals.jpg	required	dataset specific refusals	independent teaching state retained from the official 1080p recording
188	slides-images/slide-45-helpfulness-harmlessness.jpg	required	helpfulness harmlessness	independent teaching state retained from the official 1080p recording
189	slides-images/slide-46-xstest-refusal-rates.jpg	required	xstest refusal rates	independent teaching state retained from the official 1080p recording
190	slides-images/slide-47-vibe-check-surveillance.jpg	required	vibe check surveillance	independent teaching state retained from the official 1080p recording
191	slides-images/slide-48-vibe-check-time-travel.jpg	required	vibe check time travel	independent teaching state retained from the official 1080p recording
192	slides-images/slide-49-vibe-check-heist.jpg	required	vibe check heist	independent teaching state retained from the official 1080p recording
193	slides-images/slide-50-rl-environment-product.jpg	required	rl environment product	independent teaching state retained from the official 1080p recording
194	slides-images/slide-51-real-world-rl-complexity.jpg	required	real world rl complexity	independent teaching state retained from the official 1080p recording
195	slides-images/slide-52-environment-complexity-exercise.jpg	required	environment complexity exercise	independent teaching state retained from the official 1080p recording
196	slides-images/slide-53-subjective-tasks.jpg	required	subjective tasks	independent teaching state retained from the official 1080p recording
197	slides-images/slide-54-product-research-loop.jpg	required	product research loop	independent teaching state retained from the official 1080p recording
198	slides-images/slide-55-reward-design-product-thinking.jpg	required	reward design product thinking	independent teaching state retained from the official 1080p recording
199	slides-images/slide-56-reward-hacking.jpg	required	reward hacking	independent teaching state retained from the official 1080p recording
200	recording@00:45:46	optional	Future-vignettes divider	pure section divider represented by prose transition
201	slides-images/slide-57-mmlu-cost-frontier.jpg	required	mmlu cost frontier	independent teaching state retained from the official 1080p recording
202	slides-images/slide-58-dynamic-generative-ui.jpg	required	dynamic generative ui	independent teaching state retained from the official 1080p recording
203	slides-images/slide-59-personalized-health-education.jpg	required	personalized health education	independent teaching state retained from the official 1080p recording
204	slides-images/slide-60-storytelling-relationship.jpg	required	storytelling relationship	independent teaching state retained from the official 1080p recording
205	recording@00:49:18	optional	Q&A card	closing/Q&A administration; spoken answers are retained as teacher voice
206	recording@01:11:29	optional	Repeated Q&A card	duplicate closing card
207	recording@01:12:05	optional	Speaker closing frame	speaker-only closing frame
208	recording@01:12:09	optional	Stanford Engineering bumper	administrative end bumper
