page	source	status	title	rationale
031	slides-images/slide-031.jpg	optional	DP: Pros/Cons + Easy to implement + Little idle time in compute (Eﬃcient overlap)	partial pros/cons reveal superseded by the complete state on page 32
032	slides-images/slide-032.jpg	required	DP: Pros/Cons + Easy to implement + Little idle time in compute (Eﬃcient overlap)	independent teaching state retained in the note
033	slides-images/slide-033.jpg	required	DP: ZeRO1 Problem with DP: All GPUs do the same optimizer step -> We need Zero Redundancy Optimizer We want each GPU to 	independent teaching state retained in the note
034	slides-images/slide-034.jpg	required	DP: ZeRO1 Each rank owns 1/N of the optim states and updates only	independent teaching state retained in the note
035	slides-images/slide-035.jpg	required	DP: ZeRO1 Each rank owns 1/N of the optim states and updates only	independent teaching state retained in the note
036	slides-images/slide-036.jpg	required	DP: ZeRO1 We didn’t add any comms, we just decomposed AllReduce!	independent teaching state retained in the note
037	slides-images/slide-037.jpg	required	DP: ZeRO1 Do we need to keep the full grads in memory?	independent teaching state retained in the note
038	slides-images/slide-038.jpg	required	DP: ZeRO2 In ZeRO2 we only keep useful grads -> less memory needed	independent teaching state retained in the note
039	slides-images/slide-039.jpg	required	DP: ZeRO-3 (aka FSDP) For ZeRO-3 we also want to shard our model parameters memory, but how would forward work?	independent teaching state retained in the note
040	slides-images/slide-040.jpg	required	DP: ZeRO-3 forward … … In ZeRO3 we never materialize the	independent teaching state retained in the note
041	slides-images/slide-041.jpg	required	DP: ZeRO-3 backward Similarly, GPU computes backward as if it had full	independent teaching state retained in the note
042	slides-images/slide-042.jpg	required	DP: ZeRO-3 comms/compute timelines DP Zero3 Forward Backward AllGather Params Optimizer	independent teaching state retained in the note
043	slides-images/slide-043.jpg	required	Example code for Zero3 (aka FSDP) FSDP1 example is done via FSDP FSDP2 example is done via fully_shard	independent teaching state retained in the note
044	slides-images/slide-044.jpg	optional	DP: Comparing Zero-2 vs ZeRO-3 DP Zero2 Instead of waiting for AllGather of the whole model, we AllGather it in parts an	partial ZeRO-2/ZeRO-3 comparison superseded by the annotated state on page 45
045	slides-images/slide-045.jpg	required	DP: Comparing Zero-2 vs ZeRO-3 DP Zero2 Instead of waiting for AllGather of the whole model, we AllGather it in parts an	independent teaching state retained in the note
046	slides-images/slide-046.jpg	required	DP-ZeRO: Pros/Cons + Trades memory for comms + Great overlap of comms with compute	independent teaching state retained in the note
047	slides-images/slide-047.jpg	optional	Tensor Parallelism (TP) Sharding the hidden dimension	pure Tensor Parallelism divider represented by the subsection heading
048	slides-images/slide-048.jpg	optional	Motivation behind Tensor Parallelism Idea: we want to shard our model across GPUs but keep same data Every GPU	partial TP motivation reveal superseded by the complete state on page 49
049	slides-images/slide-049.jpg	required	Motivation behind Tensor Parallelism Idea: we want to shard our model across GPUs but keep same data Every GPU	independent teaching state retained in the note
050	slides-images/slide-050.jpg	required	TP: Matmul example Same input X Y=X@W	independent teaching state retained in the note
051	slides-images/slide-051.jpg	optional	TP: 2 matmuls example Each GPU only does half the Each GPU only keeps half the compute using same inputs parameters at a	partial two-matmul construction superseded by the complete state on page 52
052	slides-images/slide-052.jpg	required	TP: 2 matmuls example Each GPU only does half the Each GPU only keeps half the compute using same inputs parameters at a	independent teaching state retained in the note
053	slides-images/slide-053.jpg	required	TP: 2 matmuls example (bwd pass) ∂L/∂X_0 ∂L/∂Y1_0 ∂L/∂Y2 0 0 0 1 0	independent teaching state retained in the note
054	slides-images/slide-054.jpg	optional	TP: MLP Example We parallelize our up and Y=GeLU(X@A) down projections	early MLP progressive reveal superseded by the complete state on page 56
055	slides-images/slide-055.jpg	optional	TP: MLP Example We parallelize our up and Y=GeLU(X@A1) down projections	intermediate MLP progressive reveal superseded by the complete state on page 56
056	slides-images/slide-056.jpg	required	TP: MLP Example We parallelize our up and Y=GeLU(X@A1) down projections	independent teaching state retained in the note
057	slides-images/slide-057.jpg	optional	TP: Attention Example We parallelize our QKV and output projections AllReduce happening	early attention progressive reveal superseded by the complete state on page 59
058	slides-images/slide-058.jpg	optional	TP: Attention Example We parallelize our QKV and output projections AllReduce happening	intermediate attention progressive reveal superseded by the complete state on page 59
059	slides-images/slide-059.jpg	required	TP: Attention Example We parallelize our QKV and output projections Need same upstream grad	independent teaching state retained in the note
060	slides-images/slide-060.jpg	required	TP: Pros/Cons + Shards model and compute across GPUs -> memory & sample eﬃcient +	independent teaching state retained in the note
061	slides-images/slide-061.jpg	optional	TP&SP: Motivation Activations stored here are of shape	partial TP/SP motivation reveal superseded by the complete state on page 62
062	slides-images/slide-062.jpg	required	TP&SP: Motivation Activations stored here are of shape	independent teaching state retained in the note
063	slides-images/slide-063.jpg	optional	TP&SP: Properties AllGather_h Activations stored	early TP/SP properties reveal superseded by the complete state on page 65
064	slides-images/slide-064.jpg	optional	TP&SP: Properties AllGather_h Activations stored	intermediate TP/SP properties reveal superseded by the complete state on page 65
065	slides-images/slide-065.jpg	required	TP&SP: Properties AllGather_h Activations stored	independent teaching state retained in the note
066	slides-images/slide-066.jpg	required	TP&SP: Backward of AllGather/ReduceScatter AllGather_h ReduceScatter_h fwd ReduceScatter_s AllGather_s bwd	independent teaching state retained in the note
067	slides-images/slide-067.jpg	required	TP&SP: Pros/Cons + Shards model and compute across GPUs -> memory & sample eﬃcient +	independent teaching state retained in the note
068	slides-images/slide-068.jpg	required	Combining parallelisms? TP=0,DP=0 TP=1,DP=0	independent teaching state retained in the note
069	slides-images/slide-069.jpg	required	Example code We pick which parallelism axis to AllReduce over	independent teaching state retained in the note
070	slides-images/slide-070.jpg	optional	Pipeline Parallelism (PP) Sharding the model layers	pure Pipeline Parallelism divider represented by the subsection heading
071	slides-images/slide-071.jpg	required	Intuition behind Pipeline Parallelism We want to shard layers across GPUs	independent teaching state retained in the note
072	slides-images/slide-072.jpg	required	PP: AFAB scheduler (All-Forward All-Backward) batch1 batch8	independent teaching state retained in the note
073	slides-images/slide-073.jpg	required	PP: Pipeline bubble batch1 batch8	independent teaching state retained in the note
074	slides-images/slide-074.jpg	required	PP: 1F1B Scheduler (1-Forward 1-Backward) - We prioritize backwards over forwards	independent teaching state retained in the note
075	slides-images/slide-075.jpg	required	PP: 1F1B Scheduler If only we could start doing forwards from this side too..	independent teaching state retained in the note
076	slides-images/slide-076.jpg	required	PP: Deepseek’s pipeline scheduler DualPipe is an advanced PP schedule where we inject data from both PP ends to minimize	independent teaching state retained in the note
077	slides-images/slide-077.jpg	required	PP: Pros/Cons + + Cheap communications (activs/grads every pipeline stage)	independent teaching state retained in the note
078	slides-images/slide-078.jpg	optional	Context Parallelism (CP) Sharding the sequence length dimension	pure Context Parallelism divider represented by the subsection heading
079	slides-images/slide-079.jpg	required	Motivation for Context Parallelism Scaling sequence length is no joke…	independent teaching state retained in the note
080	slides-images/slide-080.jpg	optional	Previously in Data Parallelism s b	partial DP reminder superseded by the complete state on page 81
081	slides-images/slide-081.jpg	required	Previously in Data Parallelism s b	independent teaching state retained in the note
082	slides-images/slide-082.jpg	optional	Intuition behind Context Parallelism s b	partial Context Parallelism construction superseded by the complete state on page 83
083	slides-images/slide-083.jpg	required	Intuition behind Context Parallelism s b	independent teaching state retained in the note
084	slides-images/slide-084.jpg	optional	CP: Ring Attention We use Ring Attention which exchanges K and V of each GPU to compute	partial Ring Attention reveal superseded by the complete state on page 85
085	slides-images/slide-085.jpg	required	CP: Ring Attention We use Ring Attention which exchanges K and V of each GPU to compute	independent teaching state retained in the note
086	slides-images/slide-086.jpg	required	CP: Pros/Cons + + Only parallelism to eﬃciently partition large sequences memory	independent teaching state retained in the note
087	slides-images/slide-087.jpg	optional	Expert Parallelism (EP) Sharding the model experts	pure Expert Parallelism divider represented by the subsection heading
088	slides-images/slide-088.jpg	required	Intuition behind Expert Parallelism MoEs are cool.. But how do we parallelize them?	independent teaching state retained in the note
089	slides-images/slide-089.jpg	required	Intuition behind Expert Parallelism Shard experts across GPUs	independent teaching state retained in the note
090	slides-images/slide-090.jpg	required	Intuition behind Expert Parallelism Shard experts across GPUs	independent teaching state retained in the note
091	slides-images/slide-091.jpg	required	EP: All-to-All All-to-All is communicating distinct messages from each process to every other process.	independent teaching state retained in the note
092	slides-images/slide-092.jpg	required	EP: All-to-All Tokens routed to 1st expert All-to-All is communicating distinct messages from each process to every othe	independent teaching state retained in the note
093	slides-images/slide-093.jpg	optional	Intuition behind Expert Parallelism Y1 Y2 All-to-All combine	partial expert dispatch/combine reveal superseded by the complete state on page 94
094	slides-images/slide-094.jpg	required	Intuition behind Expert Parallelism Y1 Y2 All-to-All combine	independent teaching state retained in the note
095	slides-images/slide-095.jpg	required	Expert Parallelism: Difficulty Source: NVIDIA’s HybridEP blog Problem: Router decides on how many tokens each rank gets,	independent teaching state retained in the note
096	slides-images/slide-096.jpg	required	EP: Pros/Cons + + Only way to distribute MoEs eﬃciently	independent teaching state retained in the note
097	slides-images/slide-097.jpg	required	EP: Practical Solution Combine EP with PP with 1F1B scheduler and hide comms from a batch with compute from another batc	independent teaching state retained in the note
098	slides-images/slide-098.jpg	optional	5D Parallelism In a nutshell	pure 5D Parallelism divider represented by the synthesis section
099	slides-images/slide-099.jpg	required	5D parallelism Each parallelism works orthogonal to the others, and all 5 can be combined!	independent teaching state retained in the note
100	slides-images/slide-100.jpg	required	Recap What we’ve seen today: 1. Data Parallelism (with ZeRO variants)	independent teaching state retained in the note
101	slides-images/slide-101.jpg	required	Learn more	independent teaching state retained in the note
102	slides-images/slide-102.jpg	required	Learn more How infra works when training LLMs Simplified diagram of the key components and	independent teaching state retained in the note
103	slides-images/slide-103.jpg	optional	And much more.. ● Ultra-Scale Playbook huggingface.co/spaces/nanotron/ultrascale-playbook ● Smol-Training Playbook	resource-link slide represented as text in the extension-reading section
104	slides-images/slide-104.jpg	optional	Contributions are welcome! ● Nanotron: https://github.com/huggingface/nanotron ● Torchtitan: https://github.com/pytorch/	contribution links preserved in SOURCES.md rather than as a teaching figure
105	slides-images/slide-105.jpg	required	Finally.. As we scale to thousand of GPUs let’s be mindful of their energy impact, and try to use them responsibly 🤗	independent teaching state retained in the note
106	slides-images/slide-106.jpg	optional	Thank you? GitHub/HF Hub/X: nouamanetazi	routine thank-you card with no independent teaching content
