state	source	status	title	rationale
028	recording@00:01:10	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
029	recording@00:01:15	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
030	recording@00:01:16	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
031	recording@00:01:19	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
032	recording@00:01:20	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
033	recording@00:01:21	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
034	recording@00:01:22	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
035	recording@00:01:23	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
036	recording@00:01:25	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
037	recording@00:01:26	optional	Opening bumper, title repeat, or speaker introduction	administrative opening, speaker-only frame, or title state covered by the note cover
038	recording@00:01:47	required	课程议程	independent teaching state retained in the note
039	recording@00:02:02	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
040	recording@00:02:37	required	听众前置假设	independent teaching state retained in the note
041	recording@00:03:16	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
042	recording@00:03:17	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
043	recording@00:03:20	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
044	recording@00:03:22	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
045	recording@00:03:25	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
046	recording@00:03:27	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
047	recording@00:03:28	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
048	recording@00:03:29	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
049	recording@00:03:30	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
050	recording@00:03:31	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
051	recording@00:03:32	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
052	recording@00:03:33	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
053	recording@00:03:36	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
054	recording@00:03:43	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
055	recording@00:04:10	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
056	recording@00:04:17	required	本讲目标与主张	independent teaching state retained in the note
057	recording@00:04:40	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
058	recording@00:04:46	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
059	recording@00:05:35	required	世界模型的操作性定义	independent teaching state retained in the note
060	recording@00:05:44	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
061	recording@00:05:50	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
062	recording@00:06:59	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
063	recording@00:07:00	required	多模态感知与查询	independent teaching state retained in the note
064	recording@00:07:17	required	模态融合	independent teaching state retained in the note
065	recording@00:07:47	required	多模态作为翻译	independent teaching state retained in the note
066	recording@00:08:18	required	翻译与消歧	independent teaching state retained in the note
067	recording@00:08:50	required	翻译式多模态学习示例	independent teaching state retained in the note
068	recording@00:08:57	required	多模态作为消歧	independent teaching state retained in the note
069	recording@00:09:43	required	消歧示例	independent teaching state retained in the note
070	recording@00:10:59	required	五类融合机制	independent teaching state retained in the note
071	recording@00:12:41	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
072	recording@00:13:33	required	对比式共享嵌入	independent teaching state retained in the note
073	recording@00:14:30	required	直接拼接输入	independent teaching state retained in the note
074	recording@00:15:35	required	Cross-attention 架构实例	independent teaching state retained in the note
075	recording@00:15:51	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
076	recording@00:16:01	required	多头自注意力回顾	independent teaching state retained in the note
077	recording@00:16:18	required	Cross-attention 的 Q/K/V 分工	independent teaching state retained in the note
078	recording@00:17:16	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
079	recording@00:17:54	required	CLS token 模态注入	independent teaching state retained in the note
080	recording@00:19:24	required	Adaptive LayerNorm	independent teaching state retained in the note
081	recording@00:19:52	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
082	recording@00:20:18	required	融合方案总结	independent teaching state retained in the note
083	recording@00:20:31	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
084	recording@00:20:32	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
085	recording@00:20:33	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
086	recording@00:21:07	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
087	recording@00:21:08	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
088	recording@00:21:37	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
089	recording@00:22:36	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
090	recording@00:22:38	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
091	recording@00:22:39	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
092	recording@00:22:46	required	宏观世界模型	independent teaching state retained in the note
093	recording@00:23:22	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
094	recording@00:25:04	required	一页癌症免疫学	independent teaching state retained in the note
095	recording@00:25:20	required	理想患者模拟器	independent teaching state retained in the note
096	recording@00:25:21	required	Noetik 数据集规模	independent teaching state retained in the note
097	recording@00:25:22	required	肿瘤样本处理	independent teaching state retained in the note
098	recording@00:25:23	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
099	recording@00:25:24	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
100	recording@00:25:25	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
101	recording@00:25:27	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
102	recording@00:25:28	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
103	recording@00:25:29	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
104	recording@00:25:31	required	组织微阵列制备	independent teaching state retained in the note
105	recording@00:25:33	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
106	recording@00:25:34	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
107	recording@00:25:35	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
108	recording@00:25:36	required	H\&E 组织核心	independent teaching state retained in the note
109	recording@00:25:37	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
110	recording@00:25:38	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
111	recording@00:25:39	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
112	recording@00:25:40	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
113	recording@00:25:41	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
114	recording@00:25:42	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
115	recording@00:25:43	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
116	recording@00:25:44	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
117	recording@00:25:45	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
118	recording@00:25:46	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
119	recording@00:25:49	required	多模态组织核心阵列	independent teaching state retained in the note
120	recording@00:25:52	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
121	recording@00:25:53	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
122	recording@00:25:54	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
123	recording@00:25:55	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
124	recording@00:25:56	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
125	recording@00:25:57	required	数据平台界面	independent teaching state retained in the note
126	recording@00:25:58	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
127	recording@00:25:59	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
128	recording@00:26:01	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
129	recording@00:26:04	required	免疫荧光成像	independent teaching state retained in the note
130	recording@00:26:06	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
131	recording@00:26:07	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
132	recording@00:27:46	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
133	recording@00:28:58	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
134	recording@00:29:19	required	四类癌症数据模态	independent teaching state retained in the note
135	recording@00:29:42	required	空间转录组全景	independent teaching state retained in the note
136	recording@00:29:49	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
137	recording@00:29:52	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
138	recording@00:30:01	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
139	recording@00:30:03	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
140	recording@00:30:08	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
141	recording@00:30:09	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
142	recording@00:30:11	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
143	recording@00:30:12	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
144	recording@00:30:13	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
145	recording@00:30:14	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
146	recording@00:30:15	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
147	recording@00:30:16	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
148	recording@00:30:17	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
149	recording@00:30:18	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
150	recording@00:30:23	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
151	recording@00:30:24	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
152	recording@00:30:25	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
153	recording@00:30:47	required	空间转录组细胞级缩放	independent teaching state retained in the note
154	recording@00:30:53	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
155	recording@00:30:56	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
156	recording@00:30:57	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
157	recording@00:30:58	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
158	recording@00:30:59	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
159	recording@00:31:00	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
160	recording@00:31:01	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
161	recording@00:31:02	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
162	recording@00:31:03	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
163	recording@00:31:04	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
164	recording@00:31:05	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
165	recording@00:31:06	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
166	recording@00:31:07	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
167	recording@00:31:08	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
168	recording@00:31:09	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
169	recording@00:31:10	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
170	recording@00:31:11	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
171	recording@00:31:12	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
172	recording@00:31:13	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
173	recording@00:31:14	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
174	recording@00:31:15	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
175	recording@00:31:16	required	空间基因表达叠加	independent teaching state retained in the note
176	recording@00:31:20	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
177	recording@00:32:09	required	患者核心与基因读数	independent teaching state retained in the note
178	recording@00:32:35	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
179	recording@00:32:36	required	掩码自编码器总体流程	independent teaching state retained in the note
180	recording@00:33:03	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
181	recording@00:33:22	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
182	recording@00:34:06	required	基因 token 化与掩码	independent teaching state retained in the note
183	recording@00:34:21	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
184	recording@00:34:57	required	提示式掩码推理	independent teaching state retained in the note
185	recording@00:35:13	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
186	recording@00:36:25	required	空间邻域条件化	independent teaching state retained in the note
187	recording@00:36:26	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
188	recording@00:37:22	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
189	recording@00:37:23	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
190	recording@00:37:24	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
191	recording@00:37:25	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
192	recording@00:37:26	required	虚拟细胞大规模推理	independent teaching state retained in the note
193	recording@00:37:28	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
194	recording@00:37:59	required	虚拟细胞模型总览	independent teaching state retained in the note
195	recording@00:38:05	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
196	recording@00:38:31	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
197	recording@00:39:49	required	Cellporter 探索界面	independent teaching state retained in the note
198	recording@00:39:50	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
199	recording@00:39:59	required	Gene 17 敲除反事实	independent teaching state retained in the note
200	recording@00:40:00	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
201	recording@00:40:39	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
202	recording@00:40:40	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
203	recording@00:40:41	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
204	recording@00:40:42	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
205	recording@00:40:52	required	Gene 20 敲除反事实	independent teaching state retained in the note
206	recording@00:40:54	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
207	recording@00:40:55	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
208	recording@00:41:04	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
209	recording@00:41:22	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
210	recording@00:43:17	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
211	recording@00:43:24	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
212	recording@00:43:34	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
213	recording@00:43:48	required	多模态数据补全	independent teaching state retained in the note
214	recording@00:43:52	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
215	recording@00:44:27	required	H\&E 条件模型	independent teaching state retained in the note
216	recording@00:44:53	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
217	recording@00:44:59	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
218	recording@00:45:00	required	跨模态翻译	independent teaching state retained in the note
219	recording@00:45:07	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
220	recording@00:45:47	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
221	recording@00:45:57	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
222	recording@00:45:58	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
223	recording@00:46:13	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
224	recording@00:46:28	required	H\&E 预测基因表达	independent teaching state retained in the note
225	recording@00:47:16	required	不同基因的补全精度	independent teaching state retained in the note
226	recording@00:47:17	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
227	recording@00:48:01	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
228	recording@00:48:05	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
229	recording@00:48:10	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
230	recording@00:48:45	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
231	recording@00:48:46	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
232	recording@00:48:48	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
233	recording@00:49:06	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
234	recording@00:50:01	required	从廉价模态到患者表示	independent teaching state retained in the note
235	recording@00:50:05	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
236	recording@00:50:08	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
237	recording@00:50:19	required	癌症多模态数据汇总	independent teaching state retained in the note
238	recording@00:50:25	required	单模态 Transformer	independent teaching state retained in the note
239	recording@00:50:43	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
240	recording@00:51:21	required	多模态 Transformer	independent teaching state retained in the note
241	recording@00:52:00	required	多模态反事实架构	independent teaching state retained in the note
242	recording@00:52:04	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
243	recording@00:52:34	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
244	recording@00:52:35	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
245	recording@00:52:42	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
246	recording@00:52:45	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
247	recording@00:53:36	required	反事实模拟结果	independent teaching state retained in the note
248	recording@00:54:07	optional	Repeated, progressive, transition, or embedded-video micro-state	superseded by a retained readable state from the same slide, animation, or live demonstration
