page	source	status	title	rationale
015	slides-images/slide-015.jpg	required	NLP Throughout the Years	teaching-bearing official slide
016	slides-images/slide-016.jpg	required	Rule Based NLP Systems Eliza Chatbot (1966), MIT by Joseph Weizenbaum	teaching-bearing official slide
017	slides-images/slide-017.jpg	required	Linguistic Foundations                                  17 ► Rule-based approaches/► Semantic parsing	teaching-bearing official slide
018	slides-images/slide-018.jpg	required	18 Word Embeddings/► Represent each word as a “vector” of numbers	teaching-bearing official slide
019	slides-images/slide-019.jpg	required	19 Seq2seq Models/► Recurrent Neural Networks (RNNs)	teaching-bearing official slide
020	slides-images/slide-020.jpg	required	20 Attention and Transformers/► Allows to “focus attention” on particular aspects of the	teaching-bearing official slide
021	slides-images/slide-021.jpg	required	21 Analogy for Q, K, V/► Library system	teaching-bearing official slide
022	slides-images/slide-022.jpg	required	22 Attention and Transformers/► Attention weights used to compute the context vector, which is	teaching-bearing official slide
023	slides-images/slide-023.jpg	required	23 Self-Attention/https://jalammar.github.io/illustrated-transformer/	teaching-bearing official slide
024	slides-images/slide-024.jpg	required	24 Transformer & Multi-Head Attention/“Attention Is All You Need”	teaching-bearing official slide
025	slides-images/slide-025.jpg	required	25 Multi-Head Attention/https://jalammar.github.io/illustrated-transformer/	teaching-bearing official slide
026	slides-images/slide-026.jpg	required	26 Cross-Attention (e.g. Machine Translation)/https://jalammar.github.io/illustrated-transformer/	teaching-bearing official slide
027	slides-images/slide-027.jpg	required	27 Transformers vs. RNNs/Challenges with RNNs                             Transformers	teaching-bearing official slide
028	slides-images/slide-028.jpg	required	28 Large Language Models/► Scaled up versions of Transformer architecture, e.g. millions/billions of parameters	teaching-bearing official slide
029	slides-images/slide-029.jpg	required	29 Emergent Abilities of Large Language Models/► Why do LLMs work so well? What happens as you scale up?	teaching-bearing official slide
030	slides-images/slide-030.jpg	required	30 Few-Shot Prompting	teaching-bearing official slide
031	slides-images/slide-031.jpg	required	31 Potential Explanations of Emergence/► Currently few explanations for why these abilities emerge	teaching-bearing official slide
032	slides-images/slide-032.jpg	required	32 Beyond Scaling/► Further scaling could endow even-larger LMs with new emergent abilities	teaching-bearing official slide
033	slides-images/slide-033.jpg	required	33 Questions for the Group/► Do you believe emergent abilities will continue to arise with more	teaching-bearing official slide
034	slides-images/slide-034.jpg	optional	RLHF, ChatGPT, GPT-4, Gemini	pure section divider; surrounding teaching pages retain the transition
035	slides-images/slide-035.jpg	required	35 Reinforcement Learning with Human Feedback (RLHF)/► RLHF: technique that trains a "reward model" directly from human feedback	teaching-bearing official slide
036	slides-images/slide-036.jpg	required	Direct Preference Optimization (DPO)                    36 https://arxiv.org/pdf/2305.18290.pdf	teaching-bearing official slide
037	slides-images/slide-037.jpg	required	37 ChatGPT/► Finetuned on GPT-3.5, which is a series of models trained on a mix of text and	teaching-bearing official slide
038	slides-images/slide-038.jpg	required	38 GPT-4/► Supervised learning on large dataset, then RLHF and RLAIF	teaching-bearing official slide
039	slides-images/slide-039.jpg	required	39 Gemini/► Latest: Gemini 1.5 Pro	teaching-bearing official slide
040	slides-images/slide-040.jpg	required	Gemini                                                            40 ►   Based on a Mixture-of-Experts (MoE) model/► Combination of multiple small Neural networks known as ‘Experts’ which are trained and	teaching-bearing official slide
041	slides-images/slide-041.jpg	required	Where we are (2024) Recently Taken Off:/●   LLM boom: ChatGPT, GPT-4, Gemini, open-source models	teaching-bearing official slide
042	slides-images/slide-042.jpg	required	The Future (What’s Next?) ●   Can enable a lot more applications:/○   Generalist Agents	teaching-bearing official slide
043	slides-images/slide-043.jpg	required	The Future (What’s Missing?) ●   Missing Ingredients (to AGI/ASI?):/○    Reducing computation complexity	teaching-bearing official slide
044	slides-images/slide-044.jpg	optional	Major Applications of Transformers	pure section divider; surrounding teaching pages retain the transition
045	slides-images/slide-045.jpg	required	45 Text and Language	teaching-bearing official slide
046	slides-images/slide-046.jpg	required	46 Audio: Speech + Music	teaching-bearing official slide
047	slides-images/slide-047.jpg	required	47 Vision: Analyzing Images & Videos/Vision Transformer (ViT)	teaching-bearing official slide
048	slides-images/slide-048.jpg	required	48 Vision: Generating Images & Video/Images: Stable Diffusion, Dall-E, Midjourney, etc.    Videos: Sora, Pika, etc.	teaching-bearing official slide
049	slides-images/slide-049.jpg	required	49 Robotics, Simulations, Physical Tasks/E.g. Voyager, Mobile ALOHA	teaching-bearing official slide
050	slides-images/slide-050.jpg	required	50 Playing Games/E.g. AlphaGo, AlphaStar,	teaching-bearing official slide
051	slides-images/slide-051.jpg	required	51 Biology + Healthcare/E.g. Med-PaLM, AlphaFold	teaching-bearing official slide
052	slides-images/slide-052.jpg	optional	Recent Trends and Remaining Weaknesses of LLMs	pure section divider; surrounding teaching pages retain the transition
053	slides-images/slide-053.jpg	required	53 Requiring Large Amounts of Data, Compute, and Cost/► Current LLMs take immense amounts of data, compute, and $ to train	teaching-bearing official slide
054	slides-images/slide-054.jpg	required	54 BabyLM: Children vs. LLMs/► Children are different due to several reasons:	teaching-bearing official slide
055	slides-images/slide-055.jpg	required	55 BabyLM: Children vs. LLMs/► Thoughts/ideas from Michael C. Frank’s tweet	teaching-bearing official slide
056	slides-images/slide-056.jpg	required	56 Minified LLMs and On-Device LLMs/► Big trend of using LLMs for applications and everyday purposes	teaching-bearing official slide
057	slides-images/slide-057.jpg	required	57 Memory Augmentation & Personalization/► Weakness of LLMs is that they are frozen in knowledge at a particular point in	teaching-bearing official slide
058	slides-images/slide-058.jpg	required	58 Memory Augmentation & Personalization/► Potential approaches:	teaching-bearing official slide
059	slides-images/slide-059.jpg	required	59 Pretraining Data Synthesis & Selection/► Lots of work these days on synthetic data generation (e.g. using GPT-4) to train	teaching-bearing official slide
060	slides-images/slide-060.jpg	required	60 Microsoft Phi-2 Model/► Phi-2, a 2.7 billion-parameter model, excels in reasoning and language	teaching-bearing official slide
061	slides-images/slide-061.jpg	required	61 New Knowledge or “Memorizing”?/► When LLM is prompted and says something, is what it says truly “novel/new”?	teaching-bearing official slide
062	slides-images/slide-062.jpg	required	62 Continual Learning/► AKA, infinite and permanent fundamental self-improvement	teaching-bearing official slide
063	slides-images/slide-063.jpg	required	63 Interpretability of LLMs/►   Enormous number of parameters trained on tons of data → “huge black-box”	teaching-bearing official slide
064	slides-images/slide-064.jpg	required	64 Model Editing & Mechanistic Interpretability/► Also work on mechanistic interpretability and model editing (e.g. edit specific nodes)	teaching-bearing official slide
065	slides-images/slide-065.jpg	required	65 Model Modularity + Mixture of Experts (MoE)/► Mixture of Experts (MoE) very prevalent these days in LLMs:	teaching-bearing official slide
066	slides-images/slide-066.jpg	required	66 Model Modularity + Mixture of Experts (MoE)/► Single model variation (?)	teaching-bearing official slide
067	slides-images/slide-067.jpg	required	67 Self-Improvement / Self-Reflection/► Found models can reflect on their own output to iteratively improve/refine them	teaching-bearing official slide
068	slides-images/slide-068.jpg	required	68 Self-Improvement / Self-Reflection/► Tried multiple layers/levels of self-reflection… showing continual improvement	teaching-bearing official slide
069	slides-images/slide-069.jpg	required	69 Hallucination Problem/► Model “does not know when it does not know”	teaching-bearing official slide
070	slides-images/slide-070.jpg	required	70 Reasoning: Sufficient? Intermediate Guidance Helps…/► Chain-of-thought (CoT) - series of intermediate reasoning steps	teaching-bearing official slide
071	slides-images/slide-071.jpg	required	Chain-of-Thought Reasoning 71/Ref: https://arxiv.org/abs/2201.11903	teaching-bearing official slide
072	slides-images/slide-072.jpg	required	Improving Chain-of-Thought Reasoning ► CoT results in performance gains for larger LMs, but still remain a non-negligible/fraction of errors	teaching-bearing official slide
073	slides-images/slide-073.jpg	required	Chain-of-Thought Reasoning for Smaller Models ► Currently, CoT works effectively for models of approx. 100B params or more/► Initial paper found “one-step missing” and “semantic understanding” CoT errors	teaching-bearing official slide
074	slides-images/slide-074.jpg	required	Generalizing Chain-of-Thought Reasoning ► Find CoT to have a more rigid definition and format/► Further, its advantages are for particular domains and types of questions	teaching-bearing official slide
075	slides-images/slide-075.jpg	required	Tree of Thoughts ► ToT: “consider multiple different reasoning paths and self-evaluating choices to/decide the next course of action, as well as looking ahead or backtracking	teaching-bearing official slide
076	slides-images/slide-076.jpg	required	Socratic Questioning ►   “Divide-and-conquer fashion algorithm that simulates the self-questioning and recursive thinking process.”/►   “Self-questioning module using a large-scale LM to propose subproblems related to the original problem as	teaching-bearing official slide
077	slides-images/slide-077.jpg	optional	From Language Models to AI Agents	pure section divider; surrounding teaching pages retain the transition
078	slides-images/slide-078.jpg	required	Introduction ●   Actions and Emergent Agent Architectures/●   Building Human-like AI Agents	teaching-bearing official slide
079	slides-images/slide-079.jpg	required	Building AI Agents 1.   Why?/2.   How?	teaching-bearing official slide
080	slides-images/slide-080.jpg	required	AI Agents 1.   Why?/A single call to a large Foundation AI model is not enough. A lot more	teaching-bearing official slide
081	slides-images/slide-081.jpg	required	AI Agents 1.   Why?/A single call to a large Foundation AI model is not enough. A lot more	teaching-bearing official slide
082	slides-images/slide-082.jpg	required	The first flight to be fully booked by an AI 82	teaching-bearing official slide
083	slides-images/slide-083.jpg	required	AI Agent Passing the Online CA Driving Test Fully Autonomously passing the/official DMV online driving test	teaching-bearing official slide
084	slides-images/slide-084.jpg	required	Why human-like AI Agents? 1.   Can do what you can do: Able to use existing interfaces designed for/humans & operate outside programmatic boundaries	teaching-bearing official slide
085	slides-images/slide-085.jpg	required	5 levels of Autonomy	teaching-bearing official slide
086	slides-images/slide-086.jpg	optional	Computer Interactions	pure section divider; surrounding teaching pages retain the transition
087	slides-images/slide-087.jpg	required	Agent Computer Interaction Two routes/API                    Direct interaction	teaching-bearing official slide
088	slides-images/slide-088.jpg	required	Agent Action API: An universal API for computer interaction/88	teaching-bearing official slide
089	slides-images/slide-089.jpg	optional	Memory & Personalization	pure section divider; surrounding teaching pages retain the transition
090	slides-images/slide-090.jpg	required	AI Models as Neural Compute Unit Input Tokens                      Output Tokens/AI Model	teaching-bearing official slide
091	slides-images/slide-091.jpg	required	AI Models as Neural Compute Unit Looped Transformers	teaching-bearing official slide
092	slides-images/slide-092.jpg	required	Long-term Memory ●   Works similar to disk (long-lived & persistent)   Memory/●   Mechanisms	teaching-bearing official slide
093	slides-images/slide-093.jpg	required	Personalization ●   User-Agent Alignment Problem: Enable agent to take actions that are/aligned with the user preferences	teaching-bearing official slide
094	slides-images/slide-094.jpg	required	Challenges ●   Collecting user data & preferences:/○ actively asking for preferences	teaching-bearing official slide
095	slides-images/slide-095.jpg	optional	Agent-to-Agent Communication	pure section divider; surrounding teaching pages retain the transition
096	slides-images/slide-096.jpg	required	Multi Agent Autonomous AI systems	teaching-bearing official slide
097	slides-images/slide-097.jpg	required	Why Multi-agent Systems 1.   Parallelization unlock: Breaking a task into smaller chunks and dividing/between agents to improve efficiency & speeds	teaching-bearing official slide
098	slides-images/slide-098.jpg	required	Agent to Agent Communication ●   Exchanging info between fleets of agents/●   Hierarchies	teaching-bearing official slide
099	slides-images/slide-099.jpg	required	Agent to Agent Communication ●   Robust communication protocols & Syncing primitives: Natural/language is ambiguous, need mechanisms to reduce miscommunication!	teaching-bearing official slide
100	slides-images/slide-100.jpg	required	Agent to Agent Communication ●   Robust communication protocols & Syncing primitives/Manager state                                  Worker AI Agents	teaching-bearing official slide
101	slides-images/slide-101.jpg	optional	Agent to Agent Communication ●   Robust communication protocols & Syncing primitives/Do Task X:	incremental communication-diagram build; distinct baseline and verification states retained
102	slides-images/slide-102.jpg	optional	Agent to Agent Communication ●   Robust communication protocols & Syncing primitives/Do Task X:	incremental communication-diagram build; distinct baseline and verification states retained
103	slides-images/slide-103.jpg	required	Agent to Agent Communication ●   Robust communication protocols & Syncing primitives/Verify if task was correctly done &        Verify Task X:	teaching-bearing official slide
104	slides-images/slide-104.jpg	required	Agent to Agent Communication ●    Robust communication protocols & Syncing primitives/Scenario 1:                               Verify Task X:	teaching-bearing official slide
105	slides-images/slide-105.jpg	optional	Agent to Agent Communication ●    Robust communication protocols & Syncing primitives/Verify Task X:	incremental communication-diagram build; final correction state retained on slide 107
106	slides-images/slide-106.jpg	optional	Agent to Agent Communication ●   Robust communication protocols & Syncing primitives/Scenario 2:                               Verify Task X:	incremental communication-diagram build; final correction state retained on slide 107
107	slides-images/slide-107.jpg	required	Agent to Agent Communication ●   Robust communication protocols & Syncing primitives/Re-do Task X:	teaching-bearing official slide
108	slides-images/slide-108.jpg	optional	Future Directions	pure section divider; surrounding teaching pages retain the transition
109	slides-images/slide-109.jpg	required	Key Issues with Autonomous Agents 1.   Reliability/2.   Looping & Plan Divergence	teaching-bearing official slide
110	slides-images/slide-110.jpg	required	Plan Divergence Actual path/Ideal Path	teaching-bearing official slide
111	slides-images/slide-111.jpg	required	Karpathy - LLM OS	teaching-bearing official slide
112	slides-images/slide-112.jpg	required	Building Generalized AI Systems Inner/thoughts                                    Web	teaching-bearing official slide
113	slides-images/slide-113.jpg	required	Future needs for AI agents ●   Error correction mechanisms & better agent frameworks/●   Security & user permission models	teaching-bearing official slide
114	slides-images/slide-114.jpg	optional	114	closing card with no teaching content
