page	source	status	title	rationale
065	slides-images/slide-065.jpg	required	Kernel optimization comes last	independent prioritization and library landscape retained in the note
066	slides-images/slide-066.jpg	required	Nsight Compute kernel analysis	independent hardware-counter and source-mapping workflow retained in the note
067	slides-images/slide-067.jpg	required	Whiteboard-first kernel reasoning	independent analytic optimization workflow retained in the note
068	slides-images/slide-068.jpg	optional	What's next section divider	pure section divider
069	slides-images/slide-069.jpg	required	Lossy optimization megakernels and new hardware	independent future-systems agenda retained in the note
070	slides-images/slide-070.jpg	optional	Autobots roll out joke card	brief transition joke with no independent technical content
071	slides-images/slide-071.jpg	required	Agentic software engineering for inference	final presented slide on correctness systems and bespoke engines retained in the note
072	slides-images/slide-072.jpg	optional	CI/CL loop	teaching appendix page present in deck but not shown or discussed in the recording
073	slides-images/slide-073.jpg	optional	Modal jobs	administrative recruiting page not shown in the recording
video-002207	images/token-timing-demo-002207.jpg	required	Live token-timing simulator	deck-external live demo showing how tail token latency becomes visible stutter
